celebrity_name,season,week,judge_score_total,judge_score_count,raw_zero_count,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_score_avg
Mario Lopez,3,10,29.666600000000003,3,0,Karina Smirnoff,Actor/Actress,California,United States,32,2nd Place,2,9.888866666666667
Monique Coleman,3,10,0.0,3,3,Louis van Amstel,Actor/Actress,South Carolina,United States,25,Eliminated Week 8,4,0.0
Sara Evans,3,10,0.0,3,3,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,0.0
Shanna Moakler,3,10,0.0,3,3,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0
Tucker Carlson,3,10,0.0,3,3,Elena Grinenko,TV Personality,California,United States,37,Eliminated Week 1,11,0.0
Vivica A. Fox,3,10,0.0,3,3,Nick Kosovich,Actor/Actress,Indiana,United States,42,Eliminated Week 4,8,0.0
Willa Ford,3,10,0.0,3,3,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,Eliminated Week 5,7,0.0
Apolo Anton Ohno,4,1,21.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,7.0
Billy Ray Cyrus,4,1,13.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,4.333333333333333
Clyde Drexler,4,1,16.0,3,0,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,5.333333333333333
Heather Mills,4,1,18.0,3,0,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,6.0
Ian Ziering,4,1,21.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,7.0
Joey Fatone,4,1,24.0,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,8.0
John Ratzenberger,4,1,17.0,3,0,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,5.666666666666667
Laila Ali,4,1,23.0,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,7.666666666666667
Leeza Gibbons,4,1,15.0,3,0,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,5.0
Paulina Porizkova,4,1,19.0,3,0,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,6.333333333333333
Shandi Finnessey,4,1,19.0,3,0,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,6.333333333333333
Apolo Anton Ohno,4,2,26.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,8.666666666666666
Billy Ray Cyrus,4,2,21.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,7.0
Clyde Drexler,4,2,18.0,3,0,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,6.0
Heather Mills,4,2,24.0,3,0,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,8.0
Ian Ziering,4,2,22.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,7.333333333333333
Joey Fatone,4,2,24.0,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,8.0
John Ratzenberger,4,2,21.0,3,0,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,7.0
Laila Ali,4,2,27.0,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,9.0
Leeza Gibbons,4,2,21.0,3,0,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,7.0
Paulina Porizkova,4,2,21.0,3,0,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,7.0
Shandi Finnessey,4,2,20.0,3,0,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,6.666666666666667
Apolo Anton Ohno,4,3,23.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,7.666666666666667
Billy Ray Cyrus,4,3,21.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,7.0
Clyde Drexler,4,3,16.0,3,0,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,5.333333333333333
Heather Mills,4,3,24.0,3,0,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,8.0
Ian Ziering,4,3,24.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,8.0
Joey Fatone,4,3,24.0,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,8.0
John Ratzenberger,4,3,20.0,3,0,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,6.666666666666667
Laila Ali,4,3,21.0,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,7.0
Leeza Gibbons,4,3,24.0,3,0,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,8.0
Paulina Porizkova,4,3,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,3,21.0,3,0,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,7.0
Apolo Anton Ohno,4,4,26.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,8.666666666666666
Billy Ray Cyrus,4,4,21.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,7.0
Clyde Drexler,4,4,15.0,3,0,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,5.0
Heather Mills,4,4,23.0,3,0,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,7.666666666666667
Ian Ziering,4,4,24.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,8.0
Joey Fatone,4,4,28.0,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,9.333333333333334
John Ratzenberger,4,4,16.0,3,0,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,5.333333333333333
Laila Ali,4,4,21.0,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,7.0
Leeza Gibbons,4,4,16.0,3,0,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,5.333333333333333
Paulina Porizkova,4,4,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,4,0.0,3,3,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0
Apolo Anton Ohno,4,5,30.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,10.0
Billy Ray Cyrus,4,5,17.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,5.666666666666667
Clyde Drexler,4,5,13.0,3,0,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,4.333333333333333
Heather Mills,4,5,21.0,3,0,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,7.0
Ian Ziering,4,5,24.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,8.0
Joey Fatone,4,5,25.0,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,8.333333333333334
John Ratzenberger,4,5,18.0,3,0,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,6.0
Laila Ali,4,5,28.0,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,9.333333333333334
Leeza Gibbons,4,5,0.0,3,3,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,0.0
Paulina Porizkova,4,5,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,5,0.0,3,3,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0
Apolo Anton Ohno,4,6,28.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,9.333333333333334
Billy Ray Cyrus,4,6,21.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,7.0
Clyde Drexler,4,6,0.0,3,3,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,0.0
Heather Mills,4,6,23.0,3,0,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,7.666666666666667
Ian Ziering,4,6,24.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,8.0
Joey Fatone,4,6,27.0,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,9.0
John Ratzenberger,4,6,19.0,3,0,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,6.333333333333333
Laila Ali,4,6,28.0,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,9.333333333333334
Leeza Gibbons,4,6,0.0,3,3,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,0.0
Paulina Porizkova,4,6,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,6,0.0,3,3,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0
Apolo Anton Ohno,4,7,27.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,9.0
Billy Ray Cyrus,4,7,19.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,6.333333333333333
Clyde Drexler,4,7,0.0,3,3,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,0.0
Heather Mills,4,7,0.0,3,3,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,0.0
Ian Ziering,4,7,27.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,9.0
Joey Fatone,4,7,29.5,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,9.833333333333334
John Ratzenberger,4,7,22.5,3,0,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,7.5
Laila Ali,4,7,29.5,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,9.833333333333334
Leeza Gibbons,4,7,0.0,3,3,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,0.0
Paulina Porizkova,4,7,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,7,0.0,3,3,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0
Apolo Anton Ohno,4,8,29.0,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,9.666666666666666
Billy Ray Cyrus,4,8,19.0,3,0,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,6.333333333333333
Clyde Drexler,4,8,0.0,3,3,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,0.0
Heather Mills,4,8,0.0,3,3,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,0.0
Ian Ziering,4,8,23.5,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,7.833333333333333
Joey Fatone,4,8,27.5,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,9.166666666666666
John Ratzenberger,4,8,0.0,3,3,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,0.0
Laila Ali,4,8,26.5,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,8.833333333333334
Leeza Gibbons,4,8,0.0,3,3,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,0.0
Paulina Porizkova,4,8,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,8,0.0,3,3,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0
Apolo Anton Ohno,4,9,29.5,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,9.833333333333334
Billy Ray Cyrus,4,9,0.0,3,3,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,0.0
Clyde Drexler,4,9,0.0,3,3,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,0.0
Heather Mills,4,9,0.0,3,3,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,0.0
Ian Ziering,4,9,29.0,3,0,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,9.666666666666666
Joey Fatone,4,9,30.0,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,10.0
John Ratzenberger,4,9,0.0,3,3,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,0.0
Laila Ali,4,9,30.0,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,10.0
Leeza Gibbons,4,9,0.0,3,3,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,0.0
Paulina Porizkova,4,9,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,9,0.0,3,3,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0
Apolo Anton Ohno,4,10,29.3332,3,0,Julianne Hough,Athlete,Washington,United States,24,1st Place,1,9.777733333333334
Billy Ray Cyrus,4,10,0.0,3,3,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,Eliminated Week 8,5,0.0
Clyde Drexler,4,10,0.0,3,3,Elena Grinenko,Athlete,Louisiana,United States,44,Eliminated Week 5,8,0.0
Heather Mills,4,10,0.0,3,3,Jonathan Roberts,Model,,England,39,Eliminated Week 6,7,0.0
Ian Ziering,4,10,0.0,3,3,Cheryl Burke,Actor/Actress,New Jersey,United States,42,Eliminated Week 9,4,0.0
Joey Fatone,4,10,28.6665,3,0,Kym Johnson,Singer/Rapper,New York,United States,30,2nd Place,2,9.5555
John Ratzenberger,4,10,0.0,3,3,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,Eliminated Week 7,6,0.0
Laila Ali,4,10,28.3332,3,0,Maksim Chmerkoskiy,Athlete,Florida,United States,29,3rd Place,3,9.4444
Leeza Gibbons,4,10,0.0,3,3,Tony Dovolani,TV Personality,South Carolina,United States,50,Eliminated Week 4,9,0.0
Paulina Porizkova,4,10,0.0,3,3,Alec Mazo,Model,,Czechoslovakia,41,Eliminated Week 2,11,0.0
Shandi Finnessey,4,10,0.0,3,3,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0
Albert Reed,5,1,21.0,3,0,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,7.0
Cameron Mathison,5,1,21.0,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,7.0
Floyd Mayweather Jr. ,5,1,18.0,3,0,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,6.0
Helio Castroneves,5,1,25.0,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,8.333333333333334
Jane Seymour,5,1,24.0,3,0,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,8.0
Jennie Garth,5,1,21.0,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,7.0
Josie Maran,5,1,16.0,3,0,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,5.333333333333333
Marie Osmond,5,1,21.0,3,0,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,7.0
Mark Cuban,5,1,21.0,3,0,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,7.0
Mel B,5,1,24.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,8.0
Sabrina Bryan,5,1,26.0,3,0,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,8.666666666666666
Wayne Newton,5,1,19.0,3,0,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,6.333333333333333
Albert Reed,5,2,21.0,3,0,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,7.0
Cameron Mathison,5,2,21.0,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,7.0
Floyd Mayweather Jr. ,5,2,21.0,3,0,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,7.0
Helio Castroneves,5,2,27.0,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,9.0
Jane Seymour,5,2,21.0,3,0,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,7.0
Jennie Garth,5,2,21.0,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,7.0
Josie Maran,5,2,0.0,3,3,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,0.0
Marie Osmond,5,2,24.0,3,0,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.0
Mark Cuban,5,2,18.0,3,0,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,6.0
Mel B,5,2,23.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,7.666666666666667
Sabrina Bryan,5,2,26.0,3,0,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,8.666666666666666
Wayne Newton,5,2,15.0,3,0,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,5.0
Albert Reed,5,3,0.0,3,3,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,0.0
Cameron Mathison,5,3,23.0,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,7.666666666666667
Floyd Mayweather Jr. ,5,3,21.0,3,0,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,7.0
Helio Castroneves,5,3,24.0,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,8.0
Jane Seymour,5,3,27.0,3,0,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,9.0
Jennie Garth,5,3,26.0,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,8.666666666666666
Josie Maran,5,3,0.0,3,3,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,0.0
Marie Osmond,5,3,26.0,3,0,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.666666666666666
Mark Cuban,5,3,20.0,3,0,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,6.666666666666667
Mel B,5,3,27.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,9.0
Sabrina Bryan,5,3,27.0,3,0,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,9.0
Wayne Newton,5,3,18.0,3,0,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,6.0
Albert Reed,5,4,0.0,3,3,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,0.0
Cameron Mathison,5,4,27.0,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,9.0
Floyd Mayweather Jr. ,5,4,23.0,3,0,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,7.666666666666667
Helio Castroneves,5,4,27.0,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,9.0
Jane Seymour,5,4,26.0,3,0,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,8.666666666666666
Jennie Garth,5,4,27.0,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,9.0
Josie Maran,5,4,0.0,3,3,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,0.0
Marie Osmond,5,4,26.0,3,0,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.666666666666666
Mark Cuban,5,4,22.0,3,0,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,7.333333333333333
Mel B,5,4,26.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,8.666666666666666
Sabrina Bryan,5,4,30.0,3,0,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,10.0
Wayne Newton,5,4,0.0,3,3,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,0.0
Albert Reed,5,5,0.0,3,3,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,0.0
Cameron Mathison,5,5,26.0,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,8.666666666666666
Floyd Mayweather Jr. ,5,5,0.0,3,3,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,0.0
Helio Castroneves,5,5,23.0,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,7.666666666666667
Jane Seymour,5,5,26.0,3,0,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,8.666666666666666
Jennie Garth,5,5,25.0,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,8.333333333333334
Josie Maran,5,5,0.0,3,3,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,0.0
Marie Osmond,5,5,21.0,3,0,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,7.0
Mark Cuban,5,5,21.0,3,0,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,7.0
Mel B,5,5,29.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,9.666666666666666
Sabrina Bryan,5,5,28.0,3,0,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,9.333333333333334
Wayne Newton,5,5,0.0,3,3,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,0.0
Albert Reed,5,6,0.0,3,3,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,0.0
Cameron Mathison,5,6,25.0,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,8.333333333333334
Floyd Mayweather Jr. ,5,6,0.0,3,3,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,0.0
Helio Castroneves,5,6,28.0,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,9.333333333333334
Jane Seymour,5,6,22.0,3,0,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,7.333333333333333
Jennie Garth,5,6,27.0,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,9.0
Josie Maran,5,6,0.0,3,3,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,0.0
Marie Osmond,5,6,23.0,3,0,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,7.666666666666667
Mark Cuban,5,6,0.0,3,3,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,0.0
Mel B,5,6,30.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,10.0
Sabrina Bryan,5,6,25.0,3,0,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,8.333333333333334
Wayne Newton,5,6,0.0,3,3,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,0.0
Albert Reed,5,7,0.0,3,3,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,0.0
Cameron Mathison,5,7,25.5,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,8.5
Floyd Mayweather Jr. ,5,7,0.0,3,3,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,0.0
Helio Castroneves,5,7,26.0,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,8.666666666666666
Jane Seymour,5,7,25.0,3,0,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,8.333333333333334
Jennie Garth,5,7,26.5,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,8.833333333333334
Josie Maran,5,7,0.0,3,3,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,0.0
Marie Osmond,5,7,26.0,3,0,Jonathan Roberts,Singer/Rapper,Utah,United States,47,3rd Place,3,8.666666666666666
Mark Cuban,5,7,0.0,3,3,Kym Johnson,TV Personality,Pennsylvania,United States,49,Eliminated Week 5,8,0.0
Mel B,5,7,27.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,,England,32,2nd Place,2,9.0
Sabrina Bryan,5,7,0.0,3,3,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,0.0
Wayne Newton,5,7,0.0,3,3,Cheryl Burke,Singer/Rapper,Virginia,United States,65,Eliminated Week 3,10,0.0
Albert Reed,5,8,0.0,3,3,Anna Trebunskaya,Model,Florida,United States,22,Eliminated Week 2,11,0.0
Cameron Mathison,5,8,25.5,3,0,Edyta Sliwinska,Actor/Actress,,Canada,38,Eliminated Week 8,5,8.5
Floyd Mayweather Jr. ,5,8,0.0,3,3,Karina Smirnoff,Athlete,Michigan,United States,30,Eliminated Week 4,9,0.0
Helio Castroneves,5,8,28.5,3,0,Julianne Hough,Racing Driver,,Brazil,32,1st Place,1,9.5
Jane Seymour,5,8,0.0,3,3,Tony Dovolani,Actor/Actress,,England,56,Eliminated Week 7,6,0.0
Jennie Garth,5,8,25.0,3,0,Derek Hough,Actor/Actress,Illinois,United States,35,Eliminated Week 9,4,8.333333333333334
Josie Maran,5,8,0.0,3,3,Alec Mazo,Model,California,United States,29,Eliminated Week 1,12,0.0
